property_type,society,sector,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,pooja room,store room,others,furnishing_type,luxury_score
flat,apna enclave,sector 3,0.58,6105.0,950.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,2,66
flat,m3m soulitude,sector 89,1.14,8000.0,1425.0,3,3,2,2.0,Under Construction,1686.0189573459716,1,0,0,0,0,2,77
flat,on request,sector 103,1.69,9146.0,1848.0,3,3,3+,8.0,Relatively New,1625.5506607929515,0,0,0,0,0,2,49
flat,raheja maheshwara,sector 48,0.48,4367.0,1099.0,2,2,2,11.0,Under Construction,968.2819383259912,0,0,0,0,0,2,45
flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20664.0,963.0,2,2,2,14.0,New Property,1.9790441176470588,0,0,0,0,0,2,152
flat,dlf 3 apartment,sector 24,2.5,7142.0,3500.0,4,4,3+,2.0,Old Property,3083.7004405286343,1,1,1,0,0,0,16
flat,vipul lavanya,sector 81,0.75,5966.0,1257.0,2,2,2,7.0,Moderately Old,1489.3364928909953,0,0,0,0,0,2,37
flat,godrej,sector 79,2.5,11141.0,2244.0,3,3,3+,5.0,Relatively New,2244.0,0,0,0,0,0,2,0
flat,signature global park,sector 48,0.58,7056.0,822.0,2,2,2,3.0,Relatively New,822.0,0,0,0,0,0,2,0
flat,ansal heights 86,sector 86,0.64,4706.0,1360.0,2,2,1,3.0,New Property,1360.0,0,0,0,0,0,2,73
flat,aqua front towers,sector 32,2.5,11715.0,2134.0,3,4,3,1.0,Relatively New,2134.0,0,0,0,0,0,2,0
flat,umang winter hills,sector 77,1.2,6586.0,1822.0,3,3,3,14.0,Relatively New,1822.0,0,0,0,0,0,2,0
flat,orris aster court,sector 85,0.93,5671.0,1640.0,3,3,3,8.0,Relatively New,1587.0,0,0,0,0,0,2,0
flat,supertech hues,sector 68,0.8,6779.0,1180.0,2,2,3+,14.0,New Property,1180.0,0,0,0,0,0,0,26
flat,signature global synera,sector 81,0.31,7434.0,417.0,1,1,1,13.0,Relatively New,1.9790441176470588,0,0,0,0,0,1,123
flat,"new colony, gurgaon",sector 7,0.8,8100.0,988.0,3,2,1,4.0,Relatively New,1172.9857819905214,0,0,0,0,0,0,69
flat,pyramid urban,sector 67a,0.7,11844.0,591.0,2,2,1,14.0,New Property,700.2369668246446,0,0,0,0,0,2,44
flat,oriental valley chs,sector 9a,1.5,8108.0,1850.0,4,3,3+,8.0,Moderately Old,2191.9431279620853,0,0,0,0,0,2,35
flat,avl 36 gurgaon,sector 36a,0.4,10204.0,392.0,1,1,1,4.0,Relatively New,464.45497630331755,0,0,0,0,0,2,35
flat,smart world gems,sector 89,1.1,9972.0,1103.0,3,1,0,0.0,New Property,1103.0,0,0,0,0,0,2,0
flat,signature global grand iva,sector 103,0.5,6667.0,750.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,2,0
flat,central park flower valley,sector-33 sohna,1.35,10384.0,1300.0,3,2,2,3.0,New Property,1540.2843601895736,0,0,0,0,0,2,87
flat,orchid island,sector 51,1.7,10651.0,1596.0,3,4,3,2.0,Moderately Old,1890.9952606635072,0,0,1,1,0,2,90
flat,pivotal riddhi siddhi,sector 99,0.72,947.0,7603.0,2,2,2,12.0,Relatively New,836.4928909952607,0,0,0,1,0,2,31
flat,pivotal devaan,sector 84,0.35,7246.0,483.0,2,2,2,4.0,Relatively New,572.2748815165877,0,0,0,0,0,2,37
flat,511 sarahah tower,sector 12,0.6,8333.0,720.0,2,2,1,0.0,New Property,853.0805687203791,0,0,1,0,0,1,0
flat,m3m sierra 68,sector 68,1.2,9000.0,1333.0,2,2,3,1.0,Relatively New,1.9790441176470588,0,0,0,0,0,1,76
flat,signature global grand iva,sector 103,0.5,6250.0,800.0,2,2,2,10.0,Relatively New,1.9790441176470588,0,0,0,0,0,2,8
flat,kendriya vihar,sector 56,0.47,7768.0,605.0,1,1,1,3.0,Old Property,716.8246445497631,0,0,0,0,0,0,52
flat,parsvnath exotica,sector 53,5.0,17241.0,2900.0,3,4,3,7.0,Old Property,3436.0189573459716,0,1,0,0,0,0,24
flat,emaar mgf palm studios,sector 66,1.7,13502.0,1259.0,2,2,2,7.0,Relatively New,1044.0528634361233,0,0,0,0,1,2,99
flat,ild greens,sector 37c,0.95,5066.0,1875.0,3,3,3+,0.0,New Property,1651.9823788546255,0,0,0,0,0,2,0
flat,dlf the skycourt,sector 86,2.2,11500.0,1913.0,3,3,1,7.0,Relatively New,1700.4405286343613,0,0,1,0,0,1,77
flat,signature global city 81,sector 81,0.82,8639.0,949.0,2,2,3,2.0,Relatively New,955.0,0,0,0,0,0,2,0
flat,spaze privvy the address,sector 93,1.25,5701.0,2193.0,4,4,3,16.0,Relatively New,2105.0,0,0,0,0,0,2,0
flat,supertech new soft launch,sector 68,0.84,7119.0,1180.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,2,0
flat,emaar mgf emerald floors,sector 65,3.2,10159.0,3150.0,4,3,2,1.0,Relatively New,3150.0,0,1,0,0,0,2,0
flat,mapsko casa bella,sector 82,1.75,6903.0,2535.0,4,5,3+,1.0,Relatively New,2535.0,0,0,0,0,0,2,0
flat,trisara our homes 3,sector 48,0.35,5564.0,629.0,2,2,1,2.0,New Property,745.260663507109,0,0,0,0,0,2,74
flat,elan the presidential,sector 106,3.9,15918.0,2450.0,3,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,2,0
flat,belgravia resort residences,sector 48,3.45,18459.0,1869.0,3,3,3,14.0,Relatively New,1869.0,0,0,0,0,0,2,0
flat,tulip ivory,sector 70,2.35,9791.0,2400.0,4,4,3+,8.0,Moderately Old,2843.6018957345973,0,1,0,0,0,2,108
flat,ats marigold,sector 89 a,1.5,8500.0,1765.0,3,3,3,5.0,Under Construction,1480.0,0,0,0,0,0,2,96
flat,aipl zen residences,sector 70a,1.34,10276.0,1304.0,2,2,3+,17.0,New Property,1148.8986784140968,0,0,0,0,0,0,110
flat,indiabulls enigma,sector 110,3.4,10000.0,3400.0,4,5,3,3.0,Relatively New,2995.5947136563877,0,1,0,1,0,2,90
flat,tulip yellow,sector 69,1.8,10563.0,1704.0,3,3,3,14.0,Under Construction,2018.957345971564,0,0,0,0,0,2,0
flat,sare green parc phase 3,sector 92,1.1,6875.0,1600.0,4,3,2,12.0,New Property,1895.7345971563982,0,0,0,0,0,2,15
flat,smart world gems,sector 89,0.97,8794.0,1103.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,2,49
flat,adani brahma samsara vilasa,sector 63,3.25,29545.454545454544,1100.0,3,3,3,4.0,New Property,2700.0,0,0,0,0,1,2,41
flat,smart world orchard,sector 61,2.55,15644.0,1630.0,3,3,2,4.0,New Property,1630.0,0,0,0,0,1,2,30
flat,sare green parc 2,sector 92,0.61,4837.0,1261.0,3,2,2,6.0,Under Construction,1111.0132158590309,0,0,0,0,1,2,0
flat,spaze privy,sector 72,1.9,9620.0,1975.0,3,3,3,10.0,Relatively New,1975.0,0,0,0,0,0,2,0
flat,signature global park,sector 48,0.75,6938.0,1081.0,2,2,0,1.0,Relatively New,1081.0,0,0,0,0,0,2,0
flat,eldeco accolade,sector 48,1.35,6136.0,2200.0,3,3,3,2.0,New Property,2606.6350710900474,0,1,0,0,0,2,72
flat,tulip violet,sector 69,1.65,8872.0,1860.0,3,3,2,1.0,Relatively New,1578.0,0,0,0,0,0,0,69
flat,bptp park generations,sector 37d,1.5,9868.0,1520.0,3,2,3+,17.0,Relatively New,1339.2070484581498,0,0,0,0,0,2,42
flat,spaze privy,sector 72,1.9,9620.0,1975.0,3,3,3,10.0,Moderately Old,1740.0881057268723,0,1,0,0,0,0,31
flat,central park resorts,sector 48,15.0,22388.0,6700.0,5,6,3+,17.0,Relatively New,7938.388625592417,1,1,1,0,0,1,45
flat,ats marigold,sector 89,1.6,9142.0,1750.0,3,3,3,4.0,New Property,1541.8502202643172,0,0,0,0,0,2,33
flat,puri diplomatic greens,sector 111,3.9,13000.0,3000.0,4,5,3+,6.0,Relatively New,3000.0,0,1,0,0,0,1,160
flat,breez global heights,sector 48,0.46,4842.0,950.0,2,2,2,4.0,Relatively New,800.0,0,0,0,0,0,1,93
flat,shri ram apartments,laxman vihar,0.32,3368.0,950.0,2,2,1,4.0,Relatively New,1125.5924170616115,0,0,0,0,0,0,7
flat,breez global hill view,sector 48,0.42,7174.0,585.0,2,2,1,18.0,Relatively New,693.6593850710901,0,0,0,0,0,2,44
flat,dlf the arbour,sector 63,7.8,19747.0,3950.0,4,4,0,6.0,New Property,3950.0,0,0,0,0,0,2,0
flat,bsf chs,sector 61,0.95,5937.0,1600.0,3,3,3,13.0,Old Property,1895.7345971563982,0,0,0,0,0,2,37
flat,kibithu villas,sector 48,3.45,12777.0,2700.0,4,4,3+,2.0,Relatively New,3199.052132701422,0,0,0,0,0,2,0
flat,tulip orange,sector 70,1.1,8148.0,1350.0,3,2,2,5.0,Relatively New,1350.0,0,0,0,0,0,2,0
flat,hsiidc sidco shivalik apartments,sector 1 imt manesar,0.85,5102.0,1666.0,3,2,2,5.0,Moderately Old,1467.84140969163,0,0,0,0,0,2,0
flat,tarc maceo,sector 91,0.95,5954.0,1596.0,2,2,2,10.0,Relatively New,1154.1850220264316,0,0,0,0,0,2,77
flat,dnha group housing society,sector 1A IMT Manesar,0.75,4518.0,1660.0,3,2,2,5.0,Moderately Old,1462.555066079295,0,0,0,0,0,2,0
flat,nbcc heights,sector 89,0.75,6578.0,1140.0,2,2,2,6.0,Moderately Old,1004.4052863436124,0,0,0,0,0,2,0
flat,vatika gurgaon,sector 83,1.4,6628.0,2112.0,3,3,2,7.0,Relatively New,1528.6343612334801,0,0,0,0,0,0,74
flat,malibu towers,sector 47,2.45,10698.0,2290.0,3,4,2,1.0,Old Property,2713.270142180095,1,0,0,0,0,0,42
flat,supertech hues,sector 68,1.0,8474.0,1180.0,2,2,3,23.0,New Property,1398.1042654028436,0,0,0,0,0,2,49
flat,m3m soulitude,sector 89,1.25,8784.0,1423.0,3,3,2,3.0,New Property,1686.0189573459716,1,0,0,0,0,2,49
flat,tulip purple,sector 69,2.6,10833.0,2400.0,4,4,3+,4.0,Moderately Old,2114.5374449339206,0,1,0,0,0,2,37
flat,park view apartments,sector 15,1.6,11034.0,1450.0,3,3,3+,2.0,Moderately Old,1718.0094786729858,0,0,1,0,0,2,56
flat,tulip petals,sector 89,1.1,7097.0,1550.0,3,2,3,4.0,New Property,1550.0,0,0,0,0,0,2,0
flat,ansal plaza,sector 1,1.0,10000.0,1000.0,2,3,0,1.0,Moderately Old,1000.0,0,0,0,0,0,2,0
flat,krisumi waterfall residences,sector 36a,3.65,14381.0,2538.0,3,3,2,17.0,New Property,2236.123348017621,0,0,0,0,0,2,31
flat,chd avenue,sector 71,1.4,7945.0,1762.0,3,3,2,1.0,Moderately Old,2087.6777251184835,0,0,1,0,0,0,125
flat,smart world orchard,sector 61,2.6,14723.0,1766.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,2,47
flat,m3m skywalk,sector 74,1.6,11379.0,1406.0,2,2,2,28.0,New Property,1238.7665198237885,0,0,0,0,0,2,15
flat,supertech hill town,sector-2 sohna,0.75,6250.0,1200.0,2,2,2,17.0,Under Construction,1057.2687224669603,1,0,1,0,1,2,83
flat,vatika city homes,sector 83,0.75,5660.0,1325.0,2,2,2,3.0,Relatively New,1167.4008810572686,0,0,0,0,0,0,49
flat,emaar the palm drive,sector 66,3.9,18636.0,2093.0,3,4,3,2.0,Relatively New,2200.0,0,0,0,0,0,2,0
flat,m3m sky lofts,sector 71,1.0,11500.0,870.0,1,1,1,9.0,Moderately Old,869.0,0,0,0,0,0,2,0
flat,raheja vedaanta,sector 108,0.7,4522.0,1548.0,2,2,3,1.0,Relatively New,1548.0,0,0,0,0,0,2,0
flat,ashiana anmol,sector 48,0.9,7059.0,1275.0,2,2,2,8.0,Relatively New,1275.0,0,0,0,0,0,2,0
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,1250.0,2,2,3,10.0,Relatively New,1250.0,0,0,0,0,0,2,0
flat,chintels paradiso,sector 109,1.97,7490.0,2630.0,4,4,2,11.0,Relatively New,2317.180616740088,0,1,1,0,0,2,49
flat,ild grand,sector 37c,1.35,7142.0,1890.0,3,3,0,1.0,New Property,1820.0,0,0,0,0,0,2,0
flat,ramprastha the edge towers,sector 37d,0.75,5319.0,1410.0,2,2,3,19.0,Moderately Old,1410.0,0,0,0,0,0,2,0
flat,pioneer park,sector 61,1.6,11594.0,1380.0,2,2,2,21.0,Relatively New,1635.0710900473935,0,1,0,0,0,2,105
flat,trisara our homes 3,sector 48,0.4,6561.0,610.0,2,2,1,0.0,New Property,713.2701421800948,0,0,0,0,0,0,90
flat,ashiana anmol,sector 48,0.99,8215.0,1205.0,2,2,2,6.0,Under Construction,1.9790441176470588,0,0,0,0,0,2,49
flat,paras dews,sector 106,2.1,8917.0,2355.0,4,6,3+,6.0,Relatively New,2074.88986784141,0,1,0,0,1,2,60
flat,umang monsoon breeze,sector 78,0.69,5390.0,1280.0,2,2,2,11.0,Moderately Old,1516.5876777251185,0,0,0,0,0,2,60
flat,m3m soulitude,sector 89,1.0,9066.0,1103.0,2,2,2,2.0,New Property,1306.8720379146919,1,0,0,0,0,2,49
flat,signature global park 4,sector 36 sohna,0.85,11333.0,750.0,3,2,3,1.0,New Property,888.6255924170616,0,0,0,0,0,2,33
flat,hcbs sports ville,sector 48,0.32,4301.0,744.0,2,2,1,3.0,Relatively New,744.000768,0,0,0,0,0,2,109
flat,raheja the vedaanta floors,sector 108,0.7,4521.0,1548.0,2,2,3,1.0,Moderately Old,1834.1232227488151,0,0,0,0,0,0,0
flat,kamal residence,sector 48,0.4,7633.0,524.0,2,2,1,0.0,New Property,620.8530805687204,0,0,0,0,1,0,16
flat,m3m soulitude,sector 89,1.42,9978.0,1423.0,3,3,2,3.0,New Property,1686.0189573459716,0,0,0,0,0,2,15
flat,rof ananda,sector 95,0.38,5899.0,644.0,2,2,2,5.0,Relatively New,763.1656113744076,1,0,0,0,0,2,83
flat,gls arawali homes,sector 48,0.26,4513.0,576.0,2,2,2,4.0,Relatively New,682.4644549763034,0,0,0,0,0,2,42
flat,avl 36 gurgaon,sector 36a,0.5,8333.0,600.0,1,1,1,5.0,Relatively New,600.0,0,0,0,0,0,2,0
flat,tata primanti,sector 72,6.5,15294.0,4250.0,4,4,3+,0.0,Relatively New,3744.4933920704843,1,1,1,0,0,2,67
flat,bestech altura,sector 79,1.9,9000.0,2111.0,3,4,2,11.0,New Property,2547.39336492891,0,1,0,0,0,2,49
flat,eldeco accolade,sector 48,0.85,6724.0,1264.0,2,2,3,10.0,New Property,1.9790441176470588,0,0,0,0,0,2,72
flat,adarsh nagar,sector 7,0.65,6190.0,1050.0,3,3,1,1.0,New Property,1244.0758293838862,0,0,0,0,0,0,42
flat,g l s arawali homes,sector 48,0.26,4513.0,576.0,2,2,2,1.0,Moderately Old,507.488986784141,0,0,0,0,0,2,0
flat,gls arawali homes,sector 48,0.35,6076.0,576.0,2,2,2,12.0,New Property,507.488986784141,0,0,0,0,0,2,42
flat,ild greens,sector 37c,1.05,7500.0,1400.0,3,3,3,4.0,New Property,1500.0,0,0,0,0,0,0,5
flat,piedmont taksila heights,sector 37c,0.9,5855.0,1537.0,3,3,3,9.0,Moderately Old,1537.0,0,0,0,0,0,0,94
flat,dlf the arbour,sector 63,8.5,21519.0,3950.0,4,4,0,27.0,New Property,3950.0,0,0,0,0,0,2,0
flat,suncity avenue 76,sector 76,0.75,10204.0,735.0,2,2,2,11.0,Under Construction,647.5770925110132,0,0,0,0,0,2,0
flat,ild greens,sector 37a,0.79,4476.0,1765.0,4,4,2,7.0,Relatively New,1765.0,0,0,0,0,0,2,0
flat,ats marigold,sector 89 a,1.5,8571.0,1750.0,3,3,3,2.0,New Property,2073.4597156398104,0,0,0,0,1,2,49
flat,godrej summit,sector 104,1.75,7530.0,2324.0,4,5,3+,1.0,New Property,2753.554502369668,0,1,0,0,0,2,60
flat,bestech altura,sector 79,1.9,8837.0,2150.0,3,4,3,11.0,Under Construction,1894.273127753304,0,0,0,0,0,2,96
flat,godrej nature plus serenity,sector-33 sohna,1.45,8677.0,1671.0,3,2,3,3.0,Under Construction,1472.2466960352422,0,0,0,0,0,2,49
flat,conscient elevate,sector 59,4.02,17500.0,2297.0,3,3,1,3.0,Under Construction,2719.1943127962086,0,0,0,0,0,2,31
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,1000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,2,0
flat,emaar mgf the palm drive,sector 66,3.98,18090.0,2200.0,3,4,3+,2.0,Moderately Old,2200.0,0,1,0,0,0,0,123
flat,signature global park,sector 48,0.55,7355.0,748.0,2,2,3,4.0,New Property,882.7014218009479,0,0,0,0,0,2,80
flat,godrej,sector 79,1.47,16256.0,904.0,2,2,3,9.0,New Property,99.53791469194314,1,0,0,0,0,2,99
flat,lotus homz,sector 111,0.7,10057.0,696.0,2,2,2,8.0,Relatively New,824.6445497630332,0,0,0,0,0,2,68
flat,breez global hill view,sector 48,2.6,5214.600882470919,4986.0,2,2,2,6.0,New Property,4986.0,0,0,0,0,0,2,42
flat,smart world gems,sector 89,1.1,9972.0,1103.0,2,2,2,3.0,New Property,1306.8720379146919,0,0,0,1,0,2,77
flat,krisumi waterfall residences,sector 36a,2.2,14874.0,1479.0,2,2,2,23.0,New Property,1303.0837004405287,0,0,0,0,0,2,15
flat,rof ananda,sector 95,0.55,5500.0,1000.0,3,2,2,14.0,New Property,1.9790441176470588,1,0,0,0,0,1,30
flat,rof ananda,sector 95,0.55,8527.0,645.0,3,2,2,14.0,New Property,1.9790441176470588,1,0,0,0,0,0,81
flat,smart world gems,sector 89,1.16,8151.0,1423.0,3,3,2,3.0,Under Construction,1686.0189573459716,1,0,0,0,0,2,68
flat,pareena mi casa,sector 68,1.1,9020.0,1220.0,2,2,3,13.0,New Property,1.9790441176470588,0,0,0,0,0,2,106
flat,godrej nature plus,sector-33 sohna,1.2,13369.0,898.0,2,2,0,11.0,Under Construction,90.56872037914692,0,0,0,0,0,2,0
flat,antriksh green,sector 45,2.25,7826.0,2875.0,4,4,2,9.0,Old Property,3406.398104265403,0,1,0,0,0,1,23
flat,whiteland the aspen,sector 76,3.35,17615.0,1902.0,3,4,3+,5.0,Under Construction,2251.184834123223,0,1,0,0,0,1,151
flat,bestech altura,sector 79,2.69,12500.0,2152.0,3,4,3+,3.0,New Property,2152.0,0,1,0,0,0,2,49
flat,ansal height 86,sector 86,0.8,5882.0,1360.0,2,2,0,1.0,Relatively New,1360.0,0,0,0,0,0,2,0
flat,ramsons kshitij,sector 95,0.35,5495.0,637.0,2,2,0,5.0,Relatively New,637.0,0,0,0,0,0,2,0
flat,vipul lavanya,sector 81,0.6,6666.0,900.0,2,2,1,0.0,Under Construction,792.9515418502202,0,0,0,0,0,2,0
flat,breez global heights,sector 48,0.46,6478.0,710.0,2,2,2,6.0,Relatively New,841.2322274881517,0,0,0,0,0,1,49
flat,conscient heritage max,sector 102,2.5,11633.0,2149.0,3,4,3+,25.0,New Property,1893.3920704845814,1,1,0,0,0,0,56
flat,vipul lavanya,sector 81,0.6,6666.0,900.0,2,2,1,0.0,Relatively New,1066.350710900474,0,0,0,0,0,2,49
flat,pareena mi casa,sector 68,1.0,8163.0,1225.0,2,2,2,16.0,New Property,1451.4218009478673,0,1,0,0,0,2,65
flat,ashiana anmol,sector 48,0.93,7294.0,1275.0,2,2,2,9.0,Under Construction,1000.0,0,0,0,0,1,2,31
flat,smart world orchard,sector 61,2.54,15500.0,1639.0,3,3,3,2.0,Under Construction,1639.0,0,0,0,1,0,2,16
flat,ansal sushant residency,sector 57,1.5,6775.0,2214.0,3,2,3+,1.0,Moderately Old,291.4691943127962,0,0,0,0,0,2,87
flat,shree vardhman flora,sector 90,0.7,5177.0,1352.0,2,2,3,9.0,New Property,1191.1894273127753,1,0,0,0,0,2,97
flat,m3m heights,sector 65,2.78,15200.0,1829.0,3,3,3,44.0,Relatively New,1829.0,0,0,0,0,0,2,56
flat,mvn athens,sector 48,0.25,5198.0,481.0,2,2,0,0.0,Relatively New,481.0,0,0,0,0,0,2,37
flat,sare crescent parc,sector 92,0.9,4260.0,2113.0,4,5,3+,3.0,Relatively New,1757.7092511013216,0,1,0,0,0,2,0
flat,shree vardhman flora,sector 90,0.96,5120.0,1875.0,3,4,3,3.0,New Property,1651.9823788546255,0,1,0,0,0,2,106
flat,ramprastha skyz,sector 37d,1.2,6000.0,2000.0,3,2,1,9.0,Under Construction,1900.0,0,1,0,0,1,2,53
flat,ashray apartment,sector 23A,0.64,7529.0,850.0,2,2,1,3.0,Moderately Old,1007.1090047393366,0,0,0,0,0,0,42
flat,m3m woodshire,sector 107,0.9,6590.0,1366.0,2,2,3+,10.0,Relatively New,1203.52422907489,0,0,0,0,1,0,0
flat,rof aalayas,sector 102,0.45,6000.0,750.0,1,1,2,6.0,Relatively New,750.0,0,0,0,0,0,2,0
flat,global hill view,sector 11,0.36,5150.0,699.0,2,2,0,15.0,Old Property,699.0,0,0,0,0,0,2,0
flat,paras quartier,sector 61,5.9,11028.0,5350.0,4,4,3+,0.0,Moderately Old,5350.0,0,0,0,0,0,2,0
flat,gls arawali homes,sector 48,0.32,6722.0,476.0,2,1,0,0.0,Relatively New,476.0,0,0,0,0,0,2,0
flat,ild grand,sector 37c,1.2,6593.0,1820.0,3,3,3,7.0,Under Construction,1603.52422907489,0,0,0,0,0,2,24
flat,sidhartha ncr greens,sector 95,0.56,5656.0,990.0,2,2,3,13.0,New Property,872.2466960352423,0,0,0,0,0,2,8
flat,mapsko mount ville,sector 79,1.4,9395.0,1490.0,3,3,3,2.0,New Property,1765.4028436018957,0,0,0,0,0,0,112
flat,cghs hewo apartments,sector 31,1.25,11574.0,1080.0,2,2,2,2.0,Old Property,1279.6208530805688,0,0,0,0,0,2,28
flat,godrej nature plus,sector-33 sohna,1.5,10200.0,1471.0,2,2,3+,2.0,Under Construction,1640.9952606635072,0,0,0,0,0,2,87
flat,m3m the marina,sector 68,2.22,14322.0,1550.0,3,2,3,4.0,Relatively New,1365.6387665198238,0,0,0,0,0,2,44
flat,valley view estate,sector 57,1.5,8278.0,1812.0,4,4,3+,9.0,Old Property,2146.9194312796208,1,1,0,0,1,2,135
flat,mapsko mount ville,sector 79,1.85,9641.0,1919.0,3,4,3,21.0,New Property,1599.1189427312775,0,1,1,0,0,2,49
flat,smart world orchard,sector 61,1.6,13913.0,1150.0,2,2,2,4.0,Under Construction,1362.5592417061612,0,0,0,0,0,2,16
flat,raheja vedas,sector 108,2.15,4134.0,5201.0,3,4,3+,12.0,Relatively New,4600.0,1,0,0,0,0,2,0
flat,gls arawali homes,sector 48,0.3,6243.0,481.0,2,2,2,4.0,Relatively New,1.9790441176470588,0,0,0,0,0,1,120
flat,ganga apartment,sector 11,0.74,6040.0,1225.0,3,3,2,0.0,Relatively New,1451.4218009478673,0,0,0,0,0,2,62
flat,surbhi apartment,sector 43,3.2,12264.0,2609.0,4,3,3,6.0,Old Property,2650.0,0,0,0,0,0,2,44
flat,espire south,sector 68,1.32,9050.0,1459.0,2,2,2,9.0,New Property,1460.0,0,0,0,0,0,2,0
flat,adani brahma samsara vilasa,sector 63,3.0,16666.0,1800.0,3,3,3,3.0,New Property,2132.701421800948,0,0,0,0,0,2,24
flat,smart world gems,sector 89,1.2,8432.0,1423.0,3,3,2,3.0,New Property,1423.0,1,0,0,0,1,2,37
flat,godrej nature plus serenity,sector-33 sohna,1.39,11583.0,1200.0,3,2,3+,23.0,Under Construction,1421.8009478672986,0,0,0,0,0,2,105
flat,m3m skycity,sector 65,3.0,16411.0,1828.0,3,3,3,17.0,Under Construction,1828.0,0,0,0,0,0,2,99
flat,nbcc heights,sector 89,1.5,7058.0,2125.0,3,3,3,8.0,Relatively New,1872.2466960352422,1,1,0,0,0,2,105
flat,the castle society,sector 56,2.0,8695.0,2300.0,4,4,2,4.0,Under Construction,2026.431718061674,0,0,0,0,0,2,0
flat,essel towers,mehrauli  road,2.75,12500.0,2200.0,4,5,3+,8.0,Old Property,2200.0,1,1,0,0,0,1,128
flat,lotus homz,sector 111,0.36,8888.0,405.0,1,1,1,10.0,Relatively New,479.85781990521326,0,0,0,0,0,2,44
flat,shreeram apartment ii,laxman vihar phase 2,0.21,4666.0,450.0,1,1,1,2.0,Relatively New,533.175355450237,0,0,0,0,0,2,7
flat,zara aavaas,sector 104,0.26,7807.0,333.0,1,1,2,0.0,Relatively New,301.0,0,0,0,0,0,2,91
flat,m3m woodshire,sector 107,1.8,7623.0,2361.0,3,4,3+,2.0,Relatively New,1.9790441176470588,0,1,0,0,0,2,129
flat,krisumi waterfall residences,sector 36a,4.1,15500.0,2645.0,3,4,3,30.0,New Property,3007.109004739337,1,0,0,0,0,1,49
flat,godrej,sector 79,1.3,8269.0,1572.0,2,2,3,3.0,New Property,1385.0220264317181,1,0,0,0,0,2,49
flat,the roselia 2,sector 95a,0.45,6475.0,695.0,2,2,2,19.0,New Property,695.0,0,0,0,0,0,2,0
flat,signature global solera,sector 107,0.6,8000.0,750.0,3,2,2,8.0,Relatively New,750.0,0,0,0,0,0,2,0
flat,signature global solera,sector 107,0.4,6644.0,602.0,2,2,1,7.0,Relatively New,1.9790441176470588,0,0,0,0,0,0,0
flat,ambience creacions,sector 22,1.99,14420.0,1380.0,2,2,2,9.0,New Property,1285.0,1,1,1,0,0,2,20
flat,ambience creacions,sector 22,1.99,15546.0,1280.0,2,2,2,9.0,New Property,1285.0,0,0,0,0,0,2,49
flat,mvn athens sohna gurgaon,sector-5 sohna,0.28,5833.0,480.0,2,2,1,2.0,Relatively New,568.7203791469194,0,0,0,0,0,2,42
flat,ashiana mulberry,sector 48,0.74,6016.0,1230.0,2,2,3+,12.0,Relatively New,1457.345971563981,0,0,0,0,0,2,71
flat,m3m soulitude,sector 89,1.28,8827.0,1450.0,3,3,2,4.0,Under Construction,1718.0094786729858,1,0,0,0,0,2,114
flat,smart world orchard,sector 61,1.6,13913.0,1150.0,2,2,2,4.0,New Property,1362.5592417061612,1,0,0,0,1,2,29
flat,ace palm floors,sector 89,0.97,7863.0,1234.0,2,2,2,1.0,New Property,1462.085308056872,1,0,0,0,0,2,28
flat,umang winter hills,sector 77,0.86,6408.0,1342.0,2,2,2,16.0,New Property,1182.3788546255507,0,0,0,0,0,0,79
flat,aipl zen residences,sector 70a,1.25,9904.0,1262.0,2,2,2,19.0,New Property,1495.260663507109,0,0,0,0,0,2,42
flat,ansal valley view estate,sector 58,0.6,6452.0,930.0,2,2,0,9.0,Relatively New,930.0,0,0,0,0,0,2,0
flat,birla navya,sector 63a,3.23,26871.880199667223,1202.0,3,3,3,4.0,New Property,1202.0,0,1,0,0,0,2,52
flat,signature global solera,sector 107,0.25,7862.0,318.0,1,1,0,0.0,Relatively New,318.0,0,0,0,0,0,2,0
flat,capital residences 360,sector 70a,1.1,7586.0,1450.0,2,2,3+,8.0,New Property,1277.533039647577,0,0,0,0,0,2,60
flat,signature global synera,sector 81,0.48,8450.0,568.0,2,2,1,7.0,Relatively New,1.9790441176470588,0,0,0,0,0,0,70
flat,m3m skycity,sector 65,1.8,13700.0,1314.0,2,2,3,13.0,New Property,1552.132701421801,0,0,0,0,0,2,73
flat,dlf the arbour,sector 63,7.9,20000.0,3950.0,4,4,3+,34.0,Under Construction,3950.0,0,0,0,0,0,2,0
flat,ild greens,sector 37c,0.95,9223.0,1030.0,2,2,3+,11.0,Relatively New,1.9790441176470588,0,0,1,1,0,0,119
